title,price,location,creation_date,link,publisher,details,images,desc,ad_num,date
شقه للايجار مصر الجديده بالقرب من ميدان سفير,"6,200 ج.م","مصر الجديدة, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=14,للخدمات العقاريه والتسويق العقاري,"['النوع', 'شقة', 'نوع السعر', 'السعر', 'فيديو', 'غير متوفر', 'السعر', '6,200', 'المساحة (م٢)', '160', 'غرف نوم', '3', 'الحمامات', '1', 'الطابق', '2', 'مفروش', 'لا', 'جولة افتراضية', 'غير متوفر']",['https://images.olx.com.eg/thumbnails/44420002-400x300.jpeg'],['٠١٠٠٨٠٥٩٠١٠ شقه للايجار بمصر الجديده بالقرب من ميدان سفير الدور الثاني اسانسير ثلاث غرف نوم ريسبشن قطعتين حمام مطبخ مطلوب 6200 جنيه ٠١٠٠٨٠٥٩٠١٠'],['رقم الإعلان 194659390'],"11-29-2022, 13-42"
للتمليك في مدينتي 107م,"1,950,000 ج.م","مدينتي, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=14,HA Group,"['النوع', 'شقة', 'كمبوند', 'مدينتي', 'السعر', '1,950,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '107', 'غرف نوم', '2', 'الحمامات', '1', 'الطابق', '6', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44420066-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420067-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420068-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420069-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420070-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420071-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420072-400x300.jpeg']",['شقة فى مدينتى بمساحة كلية 107 م2 بالطابق السادس - المرحلة الثانية - Phase 2 نموذج 100 بحرى تطل على حديقه صغيره - باركينج\n\nعبارة عن 2 غرف نوم 1 حمام تشطيب شركه للبيع كاش \n\nكود 46641 للتواصل رامي 01100002488'],['رقم الإعلان 194659403'],"11-29-2022, 13-42"
للبيع شقة 99 متر قريبة من السوق الشرقي  بارخص سعرفي الرحاب,"1,900,000 ج.م","مدينة الرحاب, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=14,Start Homes,"['النوع', 'شقة', 'السعر', '1,900,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '99', 'غرف نوم', '2', 'الحمامات', '1', 'الطابق', '5', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44420078-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420079-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420080-400x300.jpeg']",['للبيع شقة مساحة مميزة بافضل مراحل الرحاب القاهرة الجديده \nالشقة مساحة 99 متر \n مكونة من : \nغرفتين نوم \n 1 حمام \nريسبشن \n2 ترأس \nالشقة الدور الخامس \n يوجد اسانسير \n\nموقع ممتاز  قريبة من السوق الشرقي في الرحاب \n\nالشقة بحالة ممتاز /\n جاهزة علي السكن مباشر \nالسعر ممتاز ويقدر باقل سعر لهذا المساحة في الرحاب \n1900.000 تفاوض مع المالك \nـــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ\nلمزيد من المعلومات والتواصل يسعدنا تواصلكم معنا فون او واتس اب \nأ . عبد العزيز المهدي \n01155206800\nرابط التواصل السريع للواتس اب\n\nhttps://wa. me/201155206800'],['رقم الإعلان 194659406'],"11-29-2022, 13-42"
عماره للبيع بالكامل خلف الجامعه الروسيه,"5,000,000 ج.م","مدينة بدر, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=14,لاندلس لإدارة الأصول العقاريه,"['النوع', 'سكنية', 'السعر', '5,000,000', 'نوع السعر', 'قابل للنقاش', 'مقدم', '4,600,000', 'المساحة (م٢)', '600', 'طريقة الدفع', 'كاش', 'بيع/إيجار', 'للبيع']",['https://images.olx.com.eg/thumbnails/44420119-400x300.jpeg'],['عماره كامله للبيع بالحي الثاني بمدينه بدر. ارقي مناطق مدينه بدر الارض بمساحه ٦٠٠ متر مبني علي ٥٠ ٪ من المساحه\nارضي وبدروم و٣ ادوار متكرر\nالدور علي شقتين مساحه الارضي ١٧٠ متر\nوالمتكرر ١٩٥ متر\nمطلوب ٥ مليون\nللتفاصيل والمعاينه والصور\n01222123412'],['رقم الإعلان 194659411'],"11-29-2022, 13-42"
فيلا للبيع نصف تشطيب بجوار المركز الطبي العالمي وبنزينة توتال,"2,699,000 ج.م","هليوبوليس الجديدة, القاهرة",منذ 3 ساعات,https://www.olx.com.eg/properties/cairo/?page=15,Dash Real Estate,"['النوع', 'فيلا منفصلة', 'السعر', '2,699,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '440', 'غرف نوم', '6', 'الحمامات', '4', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'بدون تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/43054666-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43054667-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43054668-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43054669-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43054670-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43054671-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43054672-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43054673-400x300.jpeg']",['Compound: Stella Heliopolis \nLand: 440 M\nGarden: 300 M\n BUA: 270 M\nSpics: 6 bed room + 4 Bathroom + 3 Terrace \nPrice: 2.7 M'],['رقم الإعلان 194388111'],"11-29-2022, 13-42"
اقل سعر لشقة فالعاصمةالادارية ب1.5 مليون اجمالي بالتقسيط صور من الواقع,"1,500,000 ج.م","العاصمة الإدارية الجديدة, القاهرة",منذ 3 ساعات,https://www.olx.com.eg/properties/cairo/?page=15,Dash Real Estate,"['النوع', 'شقة', 'السعر', '1,500,000', 'نوع السعر', 'السعر', 'مقدم', '1,200,000', 'المساحة (م٢)', '176', 'غرف نوم', '3', 'الحمامات', '3', 'الطابق', '6', 'مفروش', 'لا', 'طريقة الدفع', 'كاش أو تقسيط', 'تاريخ التسليم', '2024', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/43389888-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43389889-400x300.jpeg']",['شقة بالعاصمة الادارية كمبوند تيبا روز دفاع جوى شقة مساحة ١٧٦ م \nخلف الكاتدرائية\n3 نوم و 3 حمام\nتم تخصيص الشقة دور سادس وليس الاخير بحرى\n2 اسانسير فالدور \nامام المسجد والمول التجاري\nمطلوب مليون و200 الف نهائي\nأقساط  ٣٠٠ الف\nالتسليم نصف تشطيب 6 / 2024\n01017732196'],['رقم الإعلان 194455454'],"11-29-2022, 13-42"
فيلا منفصلة في بالم هيلز بسعر الطرح اقل من السعر الجديد ب 4 مليون,"2,500,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 3 ساعات,https://www.olx.com.eg/properties/cairo/?page=15,Dash Real Estate,"['النوع', 'فيلا منفصلة', 'السعر', '2,500,000', 'نوع السعر', 'السعر', 'مقدم', '2,500,000', 'المساحة (م٢)', '338', 'غرف نوم', '5', 'الحمامات', '5', 'طريقة الدفع', 'كاش أو تقسيط', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44070089-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44070090-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44070091-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44070092-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43481279-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43481277-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43481278-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43481280-400x300.jpeg']",['Palm hills new Cairo\nType MM\nCore & shell\nLand: 294 \nBUA: 227.15\nReception + Living + + kitchen + 4 bedroom (2 Master) + Nanny’s room + 5 bathroom + roof terrace\nDP: 2.500. 000 \nQuarter installments until 6 / 2029\nFor more Details: 01017732196'],['رقم الإعلان 194473153'],"11-29-2022, 13-42"
Amazing Town L320m. For Sale in Bellagio,"8,500,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 5 ساعات,https://www.olx.com.eg/properties/cairo/?page=18,Akar Town Real Estate,"['النوع', 'تاون هاوس', 'كمبوند', 'بيلاجيو', 'السعر', '8,500,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '320', 'غرف نوم', '4', 'الحمامات', '4', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/41870477-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870478-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870479-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870480-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870481-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870482-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870483-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870484-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870485-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870486-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870487-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870488-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870489-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870490-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870491-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870492-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870493-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870494-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870495-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870496-400x300.jpeg']","[""Amazing Town L320m. For Sale in Bellagio\nNew Cairo\nPrime Location\n\n\nLand: 320 SQM\nB. U. A: 280 SQM\n\n\nSemi - Finished\nGround  + First  + Roof\n\n\n4 Bedrooms\n4 Bathrooms\nMaid's Room with Bathroom\n\nPrice: 8,500,000\n\nIf you are looking to buy/a unit in Bellagio Compound, we have all models available. Save your time. We are the best and oldest still working in Bellagio Compound. \n\nFor More Information Call Us Akar Town\nOr What’s App\n1150000727\n\nBellagio is a residential project of the finest compounds in New Cairo, with a very prime location, close to all services. \nIt is near Al-Rehab, the ninetieth Street, and AUC. \nIts total area is 100 acres including the best landscape and greenery and artificial lakes\nIt contains 347 villas with three types divided into standalone –\ntwin houses - townhouses\nThe compound also includes a club house with a large swimming pool, multiple playgrounds, an administrative and social building, and a mosque. \n\n\nتاون مميز 320 متر  للبيع في بيلاجيو\nالقاهرة الجديدة \nموقع مميز \n\nمساحه الارض :  320 متر مربع\nمساحه المباني : 280 متر مربع\n\n\nنصف تشطيب\nارضي + اول + رووف\n\n\n4 غرف نوم\n4 حمام\nغرفة مربية بحمام خاص \n\nالسعر  :  8,500,000 جنيها\n\nإذا كنت تبحث عن شراء / وحدة في كمبوند بيلاجيو متوفر لدينا جميع النماذج، وفر وقتك نحن أفضل وأقدم من لازال يعمل في كمبوند بلاجيو\n\nللاستفسار او واتس اب الرجاء الاتصال (عقــار تــاون)\n1150000727\n\nبيلاجيو هو مشروع سكني من أرقي كمبوندات القاهرة الجديدة بموقع مميز جدا بالقرب من جميع الخدمات\nفهو بالقرب من الرحاب وشارع التسعين و الجامعة الأمريكية\n\nتبلغ مساحته الإجمالية 100 فدان تتضمن مساحات خضراء واسعة و بحيرات\n\nيحتوي علي 347 فيلا بتصميمات مختلفة مقسمة الي ثلاث نماذج فيلات مستقلة – توين هاوس – تاون هاوس""]",['رقم الإعلان 194158874'],"11-29-2022, 13-42"
Very Prime Location Standalone L900m. For Sale in Bellagio,"18,000,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 5 ساعات,https://www.olx.com.eg/properties/cairo/?page=18,Akar Town Real Estate,"['النوع', 'فيلا منفصلة', 'كمبوند', 'بيلاجيو', 'السعر', '18,000,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '900', 'غرف نوم', '4', 'الحمامات', '4', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/41731796-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731797-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731798-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731799-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731800-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731801-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731802-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731803-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731804-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731805-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731806-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731807-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731808-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731809-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731810-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731811-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731812-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731813-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731814-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41731815-400x300.jpeg']","['Prime Location Standalone L900m. For Sale in Bellagio\nNew Cairo\nPrime Location\n\nLand: 900 SQM\nB. U. A: 600 SQM\n\nsemi Finished\nBasement + Ground floor +First floor +Roof\n\n4 Bedrooms\n4 Bathrooms\nMaid Room with Bathroom\n\nPrice: 18.000. 000\n\nIf you are looking to buy/a unit in Bellagio Compound, we have all models available. Save your time. We are the best and oldest still working in Bellagio Compound. \n\nFor More Information Call Us Akar Town\nOr What’s App\n1150000727\n\nBellagio is a residential project of the finest compounds in New Cairo, with a very prime location, close to all services. \nIt is near Al-Rehab, the ninetieth Street, and AUC. \nIts total area is 100 acres including the best landscape and greenery and artificial lakes. \nIt contains 347 villas with three types divided into standalone –\ntwin houses - townhouses. \nThe compound also includes a club house with a large swimming pool, multiple playgrounds, an administrative and social building, and a mosque. \n\n\nفيلا بموقع مميز 900 متر للبيع في بيلاجيو\nالقاهرة الجديدة\nموقع مميز\n\nمساحه الارض 900 متر مربع\nمساحه المباني 600 متر مربع\n\nبيزمنت + ارضي + اول + رووف\nنصف تشطيب\n\n4 غرف نوم\n4 حمام\nغرفة مربية بالحمام\n\nالسعر : 18,000,000 جنيها\n\nإذا كنت تبحث عن شراء / وحدة في كمبوند بيلاجيو متوفر لدينا جميع النماذج، وفر وقتك نحن أفضل وأقدم من لازال يعمل في كمبوند بلاجيو\n\nللاستفسار او واتس اب الرجاء الاتصال (عقــار تــاون)\n1150000727\n\nبيلاجيو هو مشروع سكني من أرقي كمبوندات القاهرة الجديدة بموقع مميز جدا بالقرب من جميع الخدمات\nفهو بالقرب من الرحاب وشارع التسعين و الجامعة الأمريكية\n\nتبلغ مساحته الإجمالية 100 فدان تتضمن مساحات خضراء واسعة و بحيرات\n\nيحتوي علي 347 فيلا بتصميمات مختلفة مقسمة الي ثلاث نماذج فيلات مستقلة – توين هاوس – تاون هاوس\n\nعن القاهرة الجديدة هي مدينة مصرية جديدة من مدن الجيل الثالث في مصر، تقع في محافظة القاهرة، وتتبع إدارياً لهيئة المجتمعات العمرانية الجديدة، وتعد من أكبر المدن الجديدة في مصر حيث تقدر مساحتها بحوالي 85 ألف فدان بعد أن تم إضافة مساحة 15 ألف فدان . تتكوّن من عدة تجمعات سكنية أكبرهم التجمع الخامس إضافة إلى الرحاب والتجمع الأول والتجمع الثالث وغيرها. تقع المدينة في القوس الشرقي للقاهرة شرق الطريق الدائري في المسافة المحصورة بين طريق القاهرة - السويس الصحراوي وطريق القطامية - العين السخنة']",['رقم الإعلان 194132062'],"11-29-2022, 13-42"
فرصة سكن لقطة في دوبليكس اكبر من الفيلا الترا سوبر لوكس بحري فيو جاردن,"2,400,000 ج.م","مدينة الشروق, القاهرة",منذ 3 ساعات,https://www.olx.com.eg/properties/cairo/?page=15,Dash Real Estate,"['النوع', 'دوبلكس', 'كمبوند', 'البروج', 'السعر', '2,400,000', 'نوع السعر', 'السعر', 'مقدم', '2,400,000', 'المساحة (م٢)', '276', 'غرف نوم', '4', 'الحمامات', '4', 'الطابق', '2', 'مفروش', 'لا', 'طريقة الدفع', 'تقسيط', 'تاريخ التسليم', 'قريبا', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/43386272-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43386273-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43386274-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43386275-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43386276-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43386277-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43386278-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43386279-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43386280-400x300.jpeg']",['افضل فرصة دوبليكس في البروج على طريق مصر اسماعيلية \nمتشطب بالكامل جاهز للسكن مساحة كبيرة\nدوبليكس ناصيه بحري ثاني وثالث وروف \nمساحة 276 م فيو جاردن متشطب بأعلى خامات\n4 غرف نوم + 4 حمام + ريسبشن 3 قطع + مطبخ امريكي + 2 تراس روف معزول وجاهز للسكن\nمقدم 2.4 مليون\nقسط استلام بعد شهرين 508 الف \nوباقي أقساط ربع سنوية حتى 1 / 2029 بقيمة 64 الف للقسط'],['رقم الإعلان 194454778'],"11-29-2022, 13-42"
Prime Location Standalone L730m. For Sale in Bellagio,"14,000,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 5 ساعات,https://www.olx.com.eg/properties/cairo/?page=18,Akar Town Real Estate,"['النوع', 'فيلا منفصلة', 'كمبوند', 'بيلاجيو', 'السعر', '14,000,000', 'نوع السعر', 'قابل للنقاش', 'المساحة (م٢)', '730', 'غرف نوم', '6', 'الحمامات', '6', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/41870176-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870177-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870178-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870179-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870180-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870181-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870182-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870183-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870184-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870185-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870186-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870187-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870188-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870189-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870190-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870191-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870192-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870193-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41870194-400x300.jpeg']","[""Prime Location Standalone L730m. For Sale in Bellagio\nNew Cairo\nPrime Location\n\nLand: 730 SQM\nB. U. A: 550 SQM\n\nSemi - Finished\nBasement + Ground + First + Roof\n\n\n6 Bedrooms\n6 Bathrooms\nMaid's Room with Bathroom\nDriver room with bathroom \n\nPrice: 14,000,000 Negotiable\n\n\nIf you are looking to buy/a unit in Bellagio Compound, we have all models available. Save your time. We are the best and oldest still working in Bellagio Compound. \n\nFor More Information Call Us Akar Town\nOr What’s App\n1150000727\n\nBellagio is a residential project of the finest compounds in New Cairo, with a very prime location, close to all services. \nIt is near Al-Rehab, the ninetieth Street, and AUC. \nIts total area is 100 acres including the best landscape and greenery and artificial lakes\nIt contains 347 villas with three types divided into standalone –\ntwin houses - townhouses\nThe compound also includes a club house with a large swimming pool, multiple playgrounds, an administrative and social building, and a mosque. \n\n\nفيلا مستقلة بموقع مميز 730 متر للبيع في بيلاجيو\nالقاهرة الجديدة\nموقع مميز\n\n\nمساحه الارض : 730 متر مربع\nمساحه المباني :  550 متر مربع\n\n\nبيزمنت + ارضي + اول + رووف\nنصف تشطيب\n\n\n6 غرف نوم\n6 حمام\nغرفة مربية بحمام خاص \nغرفة سائق بحمام خاص \n\nالسعر : 14,000,000 جنيها - قابل للتفاوض \n\nإذا كنت تبحث عن شراء / وحدة في كمبوند بيلاجيو متوفر لدينا جميع النماذج، وفر وقتك نحن أفضل وأقدم من لازال يعمل في كمبوند بلاجيو\n\nللاستفسار او واتس اب الرجاء الاتصال (عقــار تــاون)\n1150000727\n\nبيلاجيو هو مشروع سكني من أرقي كمبوندات القاهرة الجديدة بموقع مميز جدا بالقرب من جميع الخدمات\nفهو بالقرب من الرحاب وشارع التسعين و الجامعة الأمريكية\n\nتبلغ مساحته الإجمالية 100 فدان تتضمن مساحات خضراء واسعة و بحيرات\n\nيحتوي علي 347 فيلا بتصميمات مختلفة مقسمة الي ثلاث نماذج فيلات مستقلة – توين هاوس – تاون هاوس""]",['رقم الإعلان 194158816'],"11-29-2022, 13-42"
مكتب في ارقي 37.25 متر,"1,944,556 ج.م","العاصمة الإدارية الجديدة, القاهرة",منذ 4 ساعات,https://www.olx.com.eg/properties/cairo/?page=17,Meta Invest,"['النوع', 'مكتب', 'السعر', '1,944,556', 'نوع السعر', 'السعر', 'مقدم', '291,683', 'المساحة (م٢)', '37.25', 'مفروش', 'لا', 'طريقة الدفع', 'كاش أو تقسيط', 'تاريخ التسليم', '2025', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/33791416-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/33791417-400x300.jpeg']",['المكتب في الدور الخامس\nفيو علي الداون تاون و القصر الرئيسي و مطار العاصمه \nواجهه راقيه و عائد استثماري مضمون\nوديعه الصيانه مع الاستلام الفعلي\nلا يوجد دفعه استلام'],['رقم الإعلان 192571248'],"11-29-2022, 13-42"
