title,company,linkofProduct,skills,posted
Front End Team Lead,Arabian Systems,https://wuzzuf.net/jobs/p/dfnQu0LghmnB-Front-End-Team-Lead-Arabian-Systems-Cairo-Egypt?o=68&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['HTML', 'CSS', 'JavaScript', 'Sass', 'React.js', 'Angular', 'Typescript', 'Node.js', 'Webpack', 'Computer Science', 'Engineering', 'Information Technology (IT)', 'Software', 'Software Development', 'Software Engineering', 'Frontend', 'Git', 'React', 'Front End']",Posted 2 days ago
Senior System Administrator,Kandil Industries,https://wuzzuf.net/jobs/p/xYceHRBgIB0A-Senior-System-Administrator-Kandil-Industries-Cairo-Egypt?o=69&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Linux', 'Information Technology (IT)', 'Computer Science', 'Computer Engineering', 'computer', 'CCNA', 'Engineering']",Posted 2 days ago
Senior Sales Excuctive (ERP System),Crevisoft Corporation,https://wuzzuf.net/jobs/p/VwaMVMMZWbUk-Senior-Sales-Excuctive-ERP-System-Crevisoft-Corporation-Cairo-Egypt?o=70&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Business Administration', 'CRM', 'Customer Service', 'English', 'Sales', 'sales skills', 'Sales Target', 'Communication', 'Business Development', 'Negotiation', 'ERP', 'Odoo ERP', 'ERP Sales', 'Odoo', 'ERP Software', 'SAP']",Posted 2 days ago
Presales Technical Consultant,LINK Development,https://wuzzuf.net/jobs/p/cwQfCM6E0UsT-Presales-Technical-Consultant-LINK-Development-Cairo-Egypt?o=71&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Engineering', 'Information Technology (IT)', 'Science', 'technical', 'Technical Support']",Posted 2 days ago
Odoo Developer,Crevisoft Corporation,https://wuzzuf.net/jobs/p/akrIAelAqQKc-Odoo-Developer-Crevisoft-Corporation-Cairo-Egypt?o=72&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Information Technology (IT)', 'Odoo', 'PostgreSQL', 'XML', 'Python', 'Computer Science', 'javaScript', 'HTML', 'Linux', 'jQuery', 'CSS', 'Programming', 'ORM', 'SQL', 'English', 'GitHub', 'Odoo Development', 'Odoo ERP']",Posted 2 days ago
Head of Data team,Edentech,https://wuzzuf.net/jobs/p/JSUGAuHUWrXp-Head-of-Data-team-Edentech-Giza-Egypt?o=73&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['apache Nifi', 'MongoDB', 'Computer Science', 'Data Analysis', 'Data Modeling', 'Python', 'Management', 'Hadoop', 'Data Warehousing']",Posted 2 days ago
Junior Java Developer,Wonder Travel,https://wuzzuf.net/jobs/p/9kbmFM2nXYgT-Junior-Java-Developer-Wonder-Travel-Cairo-Egypt?o=74&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Engineering', 'Computer Science', 'Information Technology (IT)', 'OOP', 'Java', 'Software Engineering', 'Spring', 'Hibernate', 'Software Development', 'Git']",Posted 2 days ago
Laravel Developer,Gebhaly.com,https://wuzzuf.net/jobs/p/u8tzRR6hs5Ac-Laravel-Developer-Gebhaly-com-Cairo-Egypt?o=75&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Laravel', 'APIs', 'PHP', 'REST', 'Testing', 'MongoDB', 'Laravel Framework']",Posted 2 days ago
Wordpress Developer,Dimofinf Operations Center,https://wuzzuf.net/jobs/p/Lo2huMSb9Ii7-Wordpress-Developer-Dimofinf-Operations-Center-Cairo-Egypt?o=76&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Git', 'HTML', 'CSS3', 'PHP', 'MySQL', 'React', 'WordPress', 'jQuery', 'Computer Science', 'Information Technology (IT)', 'React.js', 'Telecom Engineering', 'SVN']",Posted 2 days ago
UI UX Developer,,https://wuzzuf.net/jobs/p/FksmQDMuBDWP-UI-UX-Developer-Giza-Egypt?o=77&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Sass', 'HTML5', 'CSS3', 'Bootstrap', 'Adobe Photoshop', 'Adobe Illustrator', 'RESTful', 'API', 'Computer Skills', 'Computer Science', 'Information Technology (IT)', 'UI', 'Design', 'UX', 'DreamWeaver', 'Software Development', 'javaScript', 'Angular', 'CSS', 'jQuery', 'APIs']",Posted 3 days ago
Avaya Senior Engineer,_VOIS Egypt,https://wuzzuf.net/jobs/p/LyXc7rBJkTVm-Avaya-Senior-Engineer-VOIS-Egypt-Cairo-Egypt?o=78&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Avaya', 'IVR', 'Engineering', 'Development', 'Java', 'Software Development']",Posted 3 days ago
Java Backend Developer,MTS-IT,https://wuzzuf.net/jobs/p/t3OVHu4QyeTB-Java-Backend-Developer-MTS-IT-Cairo-Egypt?o=79&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['SQL', 'J2EE', 'EJB', 'JSP', 'JSF', 'Software Development', 'Web Development', 'Computer Science', 'Information Technology (IT)', 'Java', 'Oracle', 'Database', 'Spring', 'SOAP', 'Hibernate', 'REST', 'APIs']",Posted 3 days ago
Senior Software Testing Engineer,Microwize,https://wuzzuf.net/jobs/p/D72Cvihp3jpZ-Senior-Software-Testing-Engineer-Microwize-Cairo-Egypt?o=80&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Communication skills', 'Computer Science', 'Information Technology (IT)', 'Software Development', 'IT', 'Software Testing', 'Manual Testing', 'Automation Testing', 'Regression Testing', 'Software Quality', 'Team Player', 'Performance Testing', 'Stress Testing', 'Mobile Application Testing', 'Web Testing']",Posted 3 days ago
