title,company,linkofProduct,skills,posted
Senior Java Developer,Systems Limited,https://wuzzuf.net/jobs/p/s6gnqCxV0m7e-Senior-Java-Developer-Systems-Limited-Giza-Egypt?o=68&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Information Technology (IT)', 'Computer Science', 'Back-End Development', 'Java', 'Java Software Development', 'AWS Cloud', 'Telecommunication', 'javaScript Frameworks', 'Web Apps', 'Spring', 'SQL', 'NoSQL', 'JSON', 'REST']",Posted 4 days ago
Senior DevOps Engineer,Luftborn,https://wuzzuf.net/jobs/p/dQc63MeKPfQ8-Senior-DevOps-Engineer-Luftborn-Cairo-Egypt?o=69&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['AWS', 'Azure', 'DevOps', 'Docker', 'Git', 'Engineering', 'Computer Science', 'Networking', 'Information Technology (IT)', 'Software Development', 'Python', 'Programming']",Posted 4 days ago
Senior Software Automation Tester,Luftborn,https://wuzzuf.net/jobs/p/ZCeUORXq7TSZ-Senior-Software-Automation-Tester-Luftborn-Cairo-Egypt?o=70&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Quality Control', 'ISTQB', 'Selenium', 'Automation Testing', 'English', 'Information Technology (IT)', 'Computer Science', 'Java', 'Software Testing', 'Testing']",Posted 4 days ago
Software Engineer,Shebak,https://wuzzuf.net/jobs/p/2GXWc6P28KME-Software-Engineer-Shebak-Giza-Egypt?o=71&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Python', 'Computer Science', 'PostgreSQL', 'C++', 'Meta-Classes', 'Git', 'Unix', 'Linux', 'SQL', 'Agile', 'Information Technology (IT)', 'HTML5', 'CSS3', 'javaScript', 'C/C++', 'Software Engineering', 'Software Development']",Posted 4 days ago
IT Specialist,,https://wuzzuf.net/jobs/p/IIq916gHkFJM-IT-Specialist-Giza-Egypt?o=72&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['computer', 'Information Technology (IT)', 'Firewall', 'Hardware', 'Installation', 'Network', 'Software', 'Computer Systems', 'Technical Support', 'Odoo ERP']",Posted 4 days ago
Senior IT Specialist- Hardware,,https://wuzzuf.net/jobs/p/n6UJFKpAhjGP-Senior-IT-Specialist--Hardware-Cairo-Egypt?o=73&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['computer', 'Computer Hardware', 'Computer Science', 'Computer Skills', 'Customer Service', 'DNS', 'Engineering', 'English', 'Information Technology (IT)', 'ITIL', 'network', 'Software']",Posted 4 days ago
IT Specialist,Can Creative Solutions,https://wuzzuf.net/jobs/p/PNtM6JUOazB5-IT-Specialist-Can-Creative-Solutions-Giza-Egypt?o=74&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Information Technology (IT)', 'Technical Support', 'Computer', 'Installation', 'Media', 'Computer Science']",Posted 4 days ago
Mid- Junior DevOps Engineer,Wonder Travel,https://wuzzuf.net/jobs/p/FooFCjEdijKk-Mid--Junior-DevOps-Engineer-Wonder-Travel-Cairo-Egypt?o=75&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['DevOps', 'Docker', 'Git', 'Angular', 'Software', 'Software Development', 'Java', 'wildfly', 'Jenkins', 'Kubernetes', 'CICD']",Posted 4 days ago
Senior Planning Engineer,Al-Gihaz,https://wuzzuf.net/jobs/p/rOYggaXxSUa7-Senior-Planning-Engineer-Al-Gihaz-Cairo-Egypt?o=76&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Engineering', 'Industrial', 'CAD', 'Primavera', 'Project Management', 'Electrical Engineering', 'Planning', 'Planning Engineering', 'Procurement', 'MS Office', 'English']",Posted 4 days ago
IT Help Desk,,https://wuzzuf.net/jobs/p/3tZ9agNyY4ri-IT-Help-Desk-Qalubia-Egypt?o=77&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Help desk', 'Information Technology (IT)', 'Installation', 'IT Help Desk', 'IT', 'Microsoft', 'network', 'Infrastructure', 'Troubleshooting', 'English', 'DNS', 'Active Directory', 'Telecom Engineering', 'Programming', 'Networking', 'Network Cabling', 'Network Administration', 'Network Security', 'HelpDesk', 'email', 'Skills']",Posted 4 days ago
Application Database Administrator,Easy System,https://wuzzuf.net/jobs/p/JZ0La8Otkk6r-Application-Database-Administrator-Easy-System-Cairo-Egypt?o=78&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Backup', 'Computer Science', 'EBS', 'Information Technology (IT)', 'Oracle', 'SQL', 'Maintenance', 'Oracle DBA', 'OEM', 'RMAN', 'Oracle EBS', 'Oracle Database']",Posted 4 days ago
Project Manager ( light Current ),Deglatech Advanced Technologies,https://wuzzuf.net/jobs/p/KhjhGqdDq6UA-Project-Manager-light-Current-Deglatech-Advanced-Technologies-Giza-Egypt?o=79&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Light Current', 'CCTV', 'Communication', 'Project Management']",Posted 4 days ago
Senior Network Engineer,Egypt University of Informatics (EUI),https://wuzzuf.net/jobs/p/nPoAen7Z0yiS-Senior-Network-Engineer-Egypt-University-of-Informatics-EUI-Cairo-Egypt?o=80&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Information Technology (IT)', 'Engineering', 'Software Development', 'Cisco', 'Computer Science', 'English', 'LAN', 'Troubleshooting', 'Design', 'Telecom Engineering', 'Communication', 'network']",Posted 4 days ago
